 店舗名,店舗住所,カテゴリー,電話番号,URL
ImagamI,〒634-0834 奈良県橿原市雲梯町146-3,飲食店,0744-24-3855,http://imagami.jp
居酒屋金太郎  新堂本店,〒634-0836 奈良県橿原市新堂町259-1光プラザ１F,飲食店,0744-29-1004,-
カプリチョーザイオンモール橿原店,〒634-0837 奈良県橿原市曲川町7-20-1イオンモール橿原1階,飲食店,0744-21-1171,http://capricciosa.com/
ミスタードーナツイオンモール橿原店,〒634-0837 奈良県橿原市曲川町7-20-1,飲食店,0744-22-1680,-
たんとと和くら  イオンモール橿原店,〒634-0837 奈良県橿原市曲川町7-20-1イオンモール橿原1F,飲食店,0744-26-0511,-
叶家  橿原イオンモール店,〒634-0837 奈良県橿原市曲川町7-20-1-165イオンモール橿原1F,飲食店,0744-20-0104,-
丸源ラーメン  橿原店,〒634-0837 奈良県橿原市曲川町７－１２－２０,飲食店,0744-29-1601,-
マクドナルドイオンモール橿原店,〒634-0837 奈良県橿原市曲川町7丁目20番1号イオンモール橿原,飲食店,0744-48-0680,https://map.mcdonalds.co.jp/map/29557
マクドナルド24号橿原店,〒634-0837 奈良県橿原市曲川町7-1-27,飲食店,0744-24-9162,-
しゃぶ葉 橿原,〒634-0837 奈良県橿原市曲川町７丁目２０番１号イオンモール橿原１階１０９３区画,飲食店,0744-21-1124,-
ザブッフェダイナー橿原店,〒634-0837 奈良県橿原市曲川町7丁目20番1号イオンモール橿原  3階,飲食店,0744-29-7610,https://nilax.jp/brand/diner/store/251.html
串家物語  イオンモール橿原,〒634-0837 奈良県橿原市曲川町7-20-1イオンモール橿原 1F,飲食店,0744-20-2113,http://www.fujiofood.com/
デリス タルト&カフェ  イオンモール橿原,〒634-0837 奈良県橿原市曲川町7-20-1イオンモール橿原1F,飲食店,0744-22-8882,http://www.fujiofood.com/
えびのや  イオンモール橿原,〒634-0837 奈良県橿原市曲川町7-20-1イオンモール橿原3F,飲食店,0744-24-0003,http://www.fujiofood.com/
ポムの樹Jr.  イオンモール橿原店,〒634-0837 奈良県橿原市曲川町7-20-1 イオンモール橿原2F,飲食店,0744-21-8128,https://www.pomunoki.com/
海鮮王イオンモール橿原店,〒634-0837 奈良県橿原市曲川町7-20-1 2Fイオンモール橿原,飲食店,0744-47-2228,http://www.dr-dining.com/
博多長浜らーめん夢街道  土橋店,〒634-0844 奈良県橿原市土橋町202-1,飲食店,0744-24-7488,https://yumekaidou.com/
居酒屋金太郎  真菅店,〒634-0845 奈良県橿原市中曽司町92-5,飲食店,0744-24-7770,-
地鶏やきとり  おしどり。真菅店,〒634-0845 奈良県橿原市中曽司町317-1ニュートラルビル102,飲食店,0744-48-0406,https://osidorimasuga.owst.jp/
きらりＣＵＣＩＮＡ  近鉄百貨店 橿原店,〒634-8511 奈良県橿原市北八木町３－６５－１１,飲食店,0744-25-1111,-
いなば和幸  近鉄百貨店 橿原店,〒634-8511 奈良県橿原市北八木町３－６５－１１,飲食店,0744-25-1111,-
月日亭  近鉄百貨店 橿原店,〒634-8511 奈良県橿原市北八木町３－６５－１１,飲食店,0744-25-1111,-
杵屋  近鉄百貨店 橿原店,〒634-8511 奈良県橿原市北八木町３－６５－１１,飲食店,0744-25-1111,-
レストラン福寿館  近鉄百貨店 橿原店,〒634-8511 奈良県橿原市北八木町３－６５－１１,飲食店,0744-25-1111,-
華の風  近鉄百貨店 橿原店,〒634-8511 奈良県橿原市北八木町３－６５－１１,飲食店,0744-25-1111,-
ビーンズフレーバー  近鉄百貨店 橿原店,〒634-8511 奈良県橿原市北八木町３－６５－１１,飲食店,0744-25-1111,-
コロニアルティーガーデン  近鉄百貨店 橿原店,〒634-8511 奈良県橿原市北八木町３－６５－１１,飲食店,0744-25-1111,-
カフェ英國屋  近鉄百貨店 橿原店,〒634-8511 奈良県橿原市北八木町３－６５－１１,飲食店,0744-25-1111,-
アフタヌーンティー・ティールーム  近鉄百貨店 橿原店,〒634-8511 奈良県橿原市北八木町３－６５－１１,飲食店,0744-25-1111,-
ドンク  近鉄百貨店 橿原店,〒634-8511 奈良県橿原市北八木町３－６５－１１,飲食店,0744-25-1111,-
アンテノール  近鉄百貨店 橿原店,〒634-8511 奈良県橿原市北八木町３－６５－１１,飲食店,0744-25-1111,-
くくる  近鉄百貨店 橿原店,〒634-8511 奈良県橿原市北八木町３－６５－１１,飲食店,0744-25-1111,-
スリーマウンテン  近鉄百貨店 橿原店,〒634-8511 奈良県橿原市北八木町３－６５－１１,飲食店,0744-25-1111,-
和・Ｂｉｓｔｒｏ  吟,〒634-8561 奈良県橿原市大久保町４６０－４松井ビル１Ｆ,飲食店,090-5463-8500,-
みんなの酒場,〒635-0002 奈良県大和高田市土庫2-4-3,飲食店,090-8792-1022,-
味一ホルモン店,〒635-0014 奈良県大和高田市三和町７－１７,飲食店,0745-53-5960,https://hitosara.com/0006098864/
鳥貴族 トナリエ大和高田店,〒635-0015 奈良県大和高田市幸町3-18トナリエ大和高田 1階,飲食店,0745-43-7133,-
とんかつかつ喜  大和高田店,〒635-0015 奈良県大和高田市幸町3-18トナリエ大和高田1階,飲食店,0745-44-3638,http://www.kiraku-g.co.jp/
ChineseDining  白鳳酒家,〒635-0015 奈良県大和高田市幸町３-１８トナリエ大和高田２５０,飲食店,0745-22-4753,-
Oro grill&farm,〒635-0015 奈良県大和高田市幸町3-18トナリエ大和高田2Ｆ,飲食店,0745-53-0600,-
マクドナルド中和幹線大和高田店,〒635-0021 奈良県大和高田市大字池尻181番地の1,飲食店,0745-53-6608,https://map.mcdonalds.co.jp/map/29555
はじめラーメン,〒635-0023 奈良県大和高田市日之出東本町17-29,飲食店,090-8235-6553,-
酒処  まるはち,〒635-0024 奈良県大和高田市日之出西本町6-10サングレース大和高田,飲食店,0745-23-2955,-
和食さと  大和高田神楽店,〒635-0025 奈良県大和高田市神楽2-13-30,飲食店,0745-25-2560,-
とん葛,〒635-0025 奈良県大和高田市神楽3-9-3松田ビル１階-2,飲食店,0745-25-5515,http://www.atsunori-jp.com/tonkatsu
炭火焼肉華炎坊,〒635-0025 奈良県大和高田市神楽1-3-29,飲食店,0745-52-0141,-
カレーハウスCoCo壱番屋  大和高田神楽店,〒635-0025 奈良県大和高田市神楽三丁目９－３,飲食店,0745-25-0402,-
あずさ珈琲  大和高田店,〒635-0026 奈良県大和高田市神楽275-5,飲食店,0745-44-3713,https://kagonoya.food-kr.com/shop/
ワンカルビ大和高田店,〒635-0026 奈良県大和高田市神楽72-1,飲食店,0745-24-1117,http://www.1dining.co.jp/
きんのぶた高田神楽店,〒635-0026 奈良県大和高田市      大字神楽186          ,飲食店,0745-25-1029,http://www.1dining.co.jp/
すき家  大和高田神楽店,〒635-0026 奈良県大和高田市神楽280-2,飲食店,0120-498-007,-
日本料理  市藤,〒635-0046 奈良県大和高田市西三倉堂1-1-1,飲食店,0745-53-1972,https://www.takada-ichifuji.com/
ヴィラージュ・アキヨシ,〒635-0053 奈良県大和高田市秋吉199-5,飲食店,0745-53-7517,https://www.akiyoshi-riche.jp/
伝五郎大和高田店,〒635-0054 奈良県大和高田市曽大根１２４－１,飲食店,0745-21-1156,https://www.f-star.co.jp/
まんぷく厨房ちゃらりん,〒635-0055 奈良県大和高田市曽大根1-17-21,飲食店,0745-23-5603,-
焼とり・串揚げ・釜めし 鳥いちばん 大和高田店,〒635-0062 奈良県大和高田市礒野南町4-3,飲食店,0745-24-5801,https://r.gnavi.co.jp/d5dns7c70000/
炭焼とワイン  ぢどりや大和高田店,〒635-0062 奈良県大和高田市磯野南町3-8,飲食店,0745-22-0559,-
大和春日町食堂,〒635-0067 奈良県大和高田市春日町2-388-1,飲食店,0745-24-5580,http://www.fujiofood.com/
旬味の鮨  まるみ,〒635-0067 奈良県大和高田市春日町1-3-55,飲食店,0745-52-8233,https://marumi-takada.com.
すき焼 銀座 花,〒635-0071 奈良県大和高田市築山１４－３サンプラザ築山１１２号,飲食店,0745-23-8000,http://www.nara-sukiyaki-ginza-hana.com/
やきとりの扇屋  大和高田店,〒635-0071 奈良県大和高田市築山126-1,飲食店,0745-21-0090,https://tabelog.com/nara/A2903/A290302/29010387/
ガスト 大和高田,〒635-0071 奈良県大和高田市大字築山１１４－１,飲食店,0745-24-5727,-
teppan italian バール,〒635-0072 奈良県大和高田市有井58-1-103号,飲食店,0745-22-6866,http://baru-td.com/teppan/
ビジネスホテル＆割烹ふたかみ,〒635-0072 奈良県大和高田市有井247-1,飲食店,0745-52-0111,http://futakami.com/
ＣＡＦＥ  クローバー,〒635-0085 奈良県大和高田市片塩町13-8,飲食店,0745-43-7369,https://ameblo.jp/cafeclover20120702/
ヴェルデ辻甚,〒635-0086 奈良県大和高田市南本町１１－４３,飲食店,0745-25-2700,http://www.tsuji-jin.com/
フレンチシェフのラーメン  くろす,〒635-0086 奈良県大和高田市南本町１０－２２,飲食店,0745-25-3500,-
ミスタードーナツ高田店,〒635-0097 奈良県大和高田市北本町14-4,飲食店,0745-24-2232,-
茶寮花大和,〒635-0103 奈良県高市郡高取町清水谷1064,飲食店,0744-52-2289,-
町屋カフェnoconoco,〒635-0152 奈良県高市郡高取町上土佐57,飲食店,0744-52-4771,http://noconoco.takatori.info/
cafeomo屋,〒635-0803 奈良県北葛城郡広陵町大野359-3,飲食店,0745-57-1162,-
ヒュッテ虹,〒635-0814 奈良県北葛城郡広陵町南郷651-1,飲食店,0745-55-5300,-
露菴奈良広陵店,〒635-0817 奈良県北葛城郡広陵町寺戸279-1,飲食店,0745-58-2288,https://www.good-promise.co.jp/
cafeそらみる,〒635-0821 奈良県北葛城郡広陵町笠274-5,飲食店,0745-55-3225,http://soramilu.com
広陵レストラん,〒635-0821 奈良県北葛城郡広陵町大字笠１６１−２総合福祉会館,飲食店,0745-55-2455,https://retty.me/area/PRE29/ARE386/SUB38609/100001090468/
寿司  秀すし,〒635-0822 奈良県北葛城郡広陵町平尾611-3,飲食店,0745-55-2015,-
earth colors,〒635-0823 奈良県北葛城郡広陵町三吉478-1,飲食店,0745-55-7889,https://www.earthcolors-cafe.com
食神苑,〒635-0823 奈良県北葛城郡広陵町三吉310-1,飲食店,0745-55-2999,-
AsianGarden空音,〒635-0824 奈良県北葛城郡広陵町疋相402-1,飲食店,0745-55-3311,-
餃子の王将奈良広陵店,〒635-0825 奈良県北葛城郡広陵町大字安部60-1,飲食店,0745-55-2568,-
ＰＩＳＯＬＡ真美ヶ丘店,〒635-0831 奈良県北葛城郡広陵町馬見北9-12-9,飲食店,0745-43-6001,-
にぎり長次郎真美ケ丘店,〒635-0831 奈良県北葛城郡広陵町馬見北9丁目1-33,飲食店,0745-54-3338,http://chojiro.jp/shop/shop.php?id=36
酒菜和味,〒635-0831 奈良県北葛城郡広陵町馬見北9-12-27,飲食店,0745-54-5865,-
カフェドからん,〒635-0831 奈良県北葛城郡広陵町馬見北一丁目７－６カフェドからん,飲食店,0745-60-6677,https://www.facebook.com/cafedekaran/
旬彩ゆうはな,〒635-0831 奈良県北葛城郡広陵町馬見北9-9-23,飲食店,0745-54-5887,-
おうちＣａｆｅわんこ堂,〒635-0831 奈良県北葛城郡広陵町馬見北５－３－１２,飲食店,0745-55-7065,http://wankodo123.web.fc2.com/
山小舎,〒635-0831 奈良県北葛城郡広陵町馬見北9丁目1-43,飲食店,0745-55-4136,-
イタリア食房アペティート,〒635-0831 奈良県北葛城郡広陵町馬見北7丁目9番18号カーサ真美ケ丘,飲食店,0745-55-6867,-
手打そば  はやし,〒635-0831 奈良県北葛城郡広陵町馬見北8-6-6,飲食店,0745-54-6884,http://soba884.sakura.ne.jp
SUMIYAKIこけこっこ,〒635-0832 奈良県北葛城郡広陵町馬見中5-1-26,飲食店,0745-55-4095,-
ＫＦＣ真美ヶ丘店,〒635-0832 奈良県北葛城郡広陵町馬見中4丁目1-1エコール・マミ北館1階,飲食店,0745-54-5013,https://kintetsu-rs.com/brand/brand_categ/brandca__kfc/
イタリアレストラン  アルバ,〒635-0832 奈良県北葛城郡広陵町馬見中2-5-12,飲食店,0745-55-5067,http://1-alba.com
大仏Cafe,〒635-0832 奈良県北葛城郡広陵町馬見中1-1-3,飲食店,0745-43-6123,-
生パスタ専門店REALE,〒635-0833 奈良県北葛城郡広陵町馬見南1-6-26片岡第二ビル  半地下左,飲食店,080-4563-7815,http://pastafresca-reale.jimdofree.com
そばうどん今日亭  広陵店,〒635-0834 奈良県北葛城郡広陵町大塚70-1  今日亭,飲食店,0745-61-6536,-
ビッグボーイ 奈良広陵,〒635-0834 奈良県北葛城郡広陵町大字大塚61-1,飲食店,0745-54-6181,https://www.bigboyjapan.co.jp/
どうとんぼり神座  大和高田店,〒635-0834 奈良県北葛城郡広陵町大塚908-1,飲食店,0745-54-0688,http://kamukura.co.jp
ベビーフェイスプラネッツ広陵店,〒635-0834 奈良県北葛城郡広陵町大塚897-1,飲食店,0745-55-3401,https://www.just.st/309395/
奈良広陵食堂,〒635-0834 奈良県北葛城郡広陵町大塚70-3,飲食店,0745-54-6123,http://www.fujiofood.com/
オランダ屋高田店,〒635-0834 奈良県北葛城郡広陵町大塚62-1,飲食店,0745-55-4610,https://www.fujieda-coffee.co.jp/cafe-takada.html
Pizzeria  HARU,〒635-0835 奈良県北葛城郡広陵町みささぎ台38-1,飲食店,0745-47-0738,http://www.pizzeria-haru.com/
海鮮中華料理 呑,〒635-0835 奈良県北葛城郡広陵町みささぎ台1-35,飲食店,0745-55-3319,http://don-chinese.com
真心,〒635-0839 奈良県北葛城郡広陵町馬見北9-9-34,飲食店,0745-55-0188,-
心ろ家本店,〒635-0840 奈良県北葛城郡広陵町みささぎ台37-3,飲食店,0745-55-8877,-
や台ずし  王寺駅南口町,〒636-0002 奈良県北葛城郡王寺町王寺2－2－1,飲食店,0745-32-2888,http://yossix.co.jp/
かごの屋  奈良王寺店,〒636-0002 奈良県北葛城郡王寺町王寺2-10-12,飲食店,0745-33-6525,https://kagonoya.food-kr.com/shop/
ミスタードーナツ王寺ショップ,〒636-0002 奈良県北葛城郡王寺町王寺2-9-15ル・カーラ1階,飲食店,0745-33-2722,-
ワンカルビ王寺店,〒636-0002 奈良県北葛城郡王寺町王寺2-11-7,飲食店,0745-34-2911,http://www.1dining.co.jp/
和食さと  王寺駅前店,〒636-0002 奈良県北葛城郡王寺町王寺2-9-5,飲食店,0745-32-7702,-
魚八庭,〒636-0002 奈良県北葛城郡王寺町王寺2-4-3,飲食店,0745-31-2801,-
ネオ大衆酒場なかいや,〒636-0002 奈良県北葛城郡王寺町王寺2-7-14,飲食店,0745-73-3004,-
PARADISE BURGERS,〒636-0002 奈良県北葛城郡王寺町王寺2-7-20αビル104 ,飲食店,0745-73-7668,https://paradise-burgers.com/
和彩びすとろ・呵呵,〒636-0002 奈良県北葛城郡王寺町王寺2丁目7番20号王寺アルファビル108,飲食店,0745-43-8817,http://www.kaka-nara.com
味わい処  ことぶき本店,〒636-0002 奈良県北葛城郡王寺町王寺2-10-11,飲食店,0745-73-8228,http://kotobuki-honten.com/
地鶏炭火焼  鳥八,〒636-0002 奈良県北葛城郡王寺町王寺2ー3ー16福島ビル,飲食店,0745-73-0039,-
tsubasa,〒636-0002 奈良県北葛城郡王寺町王寺2-4-10五番館ビル,飲食店,0745-34-0555,-
鳥貴族 JR王寺駅前店,〒636-0002 奈良県北葛城郡王寺町王寺2-10-3,飲食店,0745-32-3911,-
焼肉  友羽,〒636-0002 奈良県北葛城郡王寺町王寺2-7-1ピアザビル１F,飲食店,0745-31-2929,-
くいもの屋わんJR王寺駅前店,〒636-0002 奈良県北葛城郡王寺町王寺2丁目１０－３,飲食店,0745-34-2211,https://wan-oujiekimae.owst.jp
焼肉ホルモン  キヨミ,〒636-0002 奈良県北葛城郡王寺町王寺2-7-14,飲食店,0745-73-8000,-
や台ずし  王寺駅北口町,〒636-0003 奈良県北葛城郡王寺町九度2－13－2,飲食店,0745-33-1888,http://yossix.co.jp/
お食事・吞み処  くによし,〒636-0003 奈良県北葛城郡王寺町久度2丁目１０－４住都ビル,飲食店,0745-31-7300,-
エスタシオンカフェ 王寺,〒636-0003 奈良県北葛城郡王寺町久度2-6-10,飲食料品店,0745-73-9771,-
立ち飲み酒場なかいや魚,〒636-0003 奈良県北葛城郡王寺町久度2-3-1,飲食店,0745-32-3006,-
黒天KURO-TEN,〒636-0003 奈良県北葛城郡王寺町久度２−１４−１０,飲食店,0745-72-6977,https://kuro-ten.com/
王寺百楽,〒636-0003 奈良県北葛城郡王寺町久度2丁目2番  リーベル王寺東館地下１階,飲食店,0745-33-0021,https://kintetsu-rs.com/brand/
JOSEP - CRAFT BEER & MEATS -,〒636-0003 奈良県北葛城郡王寺町久度3-4-15,飲食店,0745-60-7988,http://www.josep-nara.com/
わらいどり〔王寺駅地下酒場〕,〒636-0003 奈良県北葛城郡王寺町久度2-3-1リベール王寺・西館B05,飲食店,0745-43-7855,-
マクドナルド王寺りーべる店,〒636-0003 奈良県北葛城郡王寺町久度2-2-1東館B1F王寺りーべる東館,飲食店,0745-33-7026,https://map.mcdonalds.co.jp/map/29547
ハナレ,〒636-0003 奈良県北葛城郡王寺町久度3-6-16,飲食店,0745-60-6136,-
和ダイニングバー  Hazuki,〒636-0003 奈良県北葛城郡王寺町久度２丁目３ー１りーべる王寺西館Ｂ０８,飲食店,0745-72-8884,-
インド料理  マユール,〒636-0003 奈良県北葛城郡王寺町久度2-2-1りーべる王寺東館B1F,飲食店,0745-72-8811,http://mayur-oji.com
お好み焼  御幸,〒636-0003 奈良県北葛城郡王寺町久度2丁目14-6,飲食店,0745-72-2838,-
鶴橋風月  りーべる王寺店,〒636-0003 奈良県北葛城郡王寺町久度2-2-1りーべる王寺東館  地下1階,飲食店,0745-33-7004,https://www.tcbn.co.jp/
占い：カフェ  ローラン,〒636-0003 奈良県北葛城郡王寺町久度2丁目10-2,飲食店,0745-73-6609,-
大阪うどんきらく  王寺店,〒636-0003 奈良県北葛城郡王寺町久度2-2-1リーベル王寺東館Ｂ1階,飲食店,0745-33-1117,http://www.kiraku-g.co.jp/
とんかつかつ喜  王寺店,〒636-0003 奈良県北葛城郡王寺町久度2-2-1リーベル王寺東館B1階,飲食店,0745-31-1601,http://www.kiraku-g.co.jp/
モスバーガーJR王寺店,〒636-0003 奈良県北葛城郡王寺町久度2-3538-1,飲食店,0745-33-7755,https://www.mos.jp/shop/detail/08123/
たこ焼き BAR たこ坊,〒636-0003 奈良県北葛城郡王寺町久度3丁目5-24,飲食店,0745-31-3800,-
和ダイニングバーHazuki,〒636-0003 奈良県北葛城郡王寺町久度2-3-1りーべる西館B08,飲食店,0745-72-8884,-
銀の卵王寺店,〒636-0012 奈良県北葛城郡王寺町本町1-87-1銀の卵王寺,飲食店,0745-31-6600,-
餃子の王将王寺店,〒636-0012 奈良県北葛城郡王寺町本町1-2176-1,飲食店,0745-32-0537,-
焼肉天道,〒636-0012 奈良県北葛城郡王寺町本町4丁目9-12シャトー王寺207,飲食店,0745-49-0290,https://www.yakiniku-tendou.jp/
炭火串焼天道,〒636-0012 奈良県北葛城郡王寺町本町4丁目15-20,飲食店,080-5357-5134,-
柚はな,〒636-0012 奈良県北葛城郡王寺町本町4丁目9-20シャトー王寺201,飲食店,0745-72-3810,-
和風炉端  一歩,〒636-0012 奈良県北葛城郡王寺町本町4-9-20シャトー王寺2階,飲食店,0745-73-8135,-
すき家  25号王寺本町店,〒636-0012 奈良県北葛城郡王寺町本町1-17-17,飲食店,0120-498-007,-
季節料理  戸田家,〒636-0021 奈良県北葛城郡王寺町畠田4-7-11,飲食店,0745-73-3331,http://www.todaya-foodjapan.com/
鬼楽,〒636-0021 奈良県北葛城郡王寺町畠田4-418-11,飲食店,0745-72-5150,http://www.kiraku-jp.com/
DogCafe MAPLE,〒636-0051 奈良県北葛城郡河合町川合879-1,飲食店,0745-56-3117,-
寿しの喜多八,〒636-0051 奈良県北葛城郡河合町川合1226-3,飲食店,0745-57-1890,http://r.gnavi.co.jp/c691900/
カレーハウスCoCo壱番屋  法隆寺インター店,〒636-0051 奈良県北葛城郡河合町川合９９１－１,飲食店,0745-58-2522,-
地鶏焼きとり  ぢどりや  法隆寺南店,〒636-0053 奈良県北葛城郡河合町池部151-2,飲食店,0745-57-2340,https://g.co/kgs/cJbbAm
マクドナルド法隆寺インター店,〒636-0054 奈良県北葛城郡河合町穴闇184-1,飲食店,0745-58-2370,https://map.mcdonalds.co.jp/map/29522
ちゃんぽんと餃子のうまい店  ほうらい,〒636-0061 奈良県北葛城郡河合町山坊464-1,飲食店,0745-57-2270,http://www.e-hourai.com
旬のお料理桜,〒636-0071 奈良県北葛城郡河合町高塚台1-22-13,飲食店,0745-32-8822,-
マクドナルドイオン西大和店,〒636-0072 奈良県北葛城郡河合町中山台2-7-1イオン西大和,飲食店,0745-33-3240,https://map.mcdonalds.co.jp/map/29519
洋菓子  モンシェリー,〒636-0072 奈良県北葛城郡河合町中山台1-23-11,飲食店,0745-73-3450,-
喫茶  ルーチェ,〒636-0072 奈良県北葛城郡河合町中山台2-7イオン西大和店,飲食店,0745-31-1946,-
リアルインディアンカレー,〒636-0072 奈良県北葛城郡河合町中山台2-7イオン西大和店,飲食店,090-9862-1246,-
やきとり大吉  西大和店,〒636-0073 奈良県北葛城郡河合町広瀬台3-3-9,飲食店,0745-73-7808,-
錦わらい  奈良西大和ニュータウン店,〒636-0082 奈良県北葛城郡河合町薬井475-1,飲食店,0745-34-2070,-
麺場  田所商店  奈良西大和ニュータウン店,〒636-0082 奈良県北葛城郡河合町薬井475-1,飲食店,0745-34-2088,-
かつアンドかつ  西大和学園前店,〒636-0082 奈良県北葛城郡河合町薬井402,飲食店,0745-33-3310,https://www.katsuandkatsu.jp/
さん天  奈良西大和店,〒636-0082 奈良県北葛城郡河合町大字薬井304-1,飲食店,0745-43-5680,-
サーティーワンアイスクリーム  西大和店,〒636-0082 奈良県北葛城郡河合町薬井485-3,飲食店,0745-73-4531,https://www.31ice.co.jp/
西大和さえき,〒636-0093 奈良県北葛城郡河合町大輪田1674-2,飲食店,0745-73-3393,http://www.gourmetjapan.co.jp/
来来亭斑鳩店,〒636-0105 奈良県生駒郡斑鳩町東福寺1-33-1,飲食店,0745-74-2102,-
ふぁんろん食堂,〒636-0105 奈良県生駒郡斑鳩町東福寺1-4-16,飲食店,0745-74-1468,-
すき家  25号斑鳩法隆寺店,〒636-0112 奈良県生駒郡斑鳩町法隆寺東2-1-22,飲食店,0120-498-007,-
和食さと  法隆寺店,〒636-0113 奈良県生駒郡斑鳩町法隆寺南1-1-10,飲食店,0745-75-0552,-
和食麺処サガミ法隆寺店,〒636-0113 奈良県生駒郡斑鳩町法隆寺南2丁目3番3号,飲食店,0745-75-0009,https://www.sagami.co.jp/
えびのや  奈良斑鳩,〒636-0113 奈良県生駒郡斑鳩町法隆寺南1-1-13,飲食店,0745-70-1123,http://www.fujiofood.com/
ギャラリーカフェ  鵤樂舎,〒636-0114 奈良県生駒郡斑鳩町法隆寺西1-3-3,飲食店,0745-43-8724,-
cafeこもど,〒636-0116 奈良県生駒郡斑鳩町法隆寺２丁目1-25まほろばステーション,飲食店,0745-75-0305,-
有限会社  太子堂,〒636-0116 奈良県生駒郡斑鳩町法隆寺１－５－２９,飲食店,074-575-2623,http://taishido.info
ねねカフェ,〒636-0116 奈良県生駒郡斑鳩町法隆寺１丁目５番３７号,飲食店,0745-75-5886,-
（株）冨之里,〒636-0116 奈良県生駒郡斑鳩町法隆寺1-6-33,飲食店,0745-75-2918,http://www.tominosato.biz
柿の葉ずし総本家平宗 法隆寺店,〒636-0116 奈良県生駒郡斑鳩町1-8-40,飲食店,0745-75-1110,http://www.hiraso.jp/store/
CAFE鍼灸ZADAN,〒636-0116 奈良県生駒郡斑鳩町法隆寺2-3-16,飲食店,0745-74-5797,https://i-zadan2014.jimdofree.com/
和CAFE布穀薗,〒636-0116 奈良県生駒郡斑鳩町法隆寺2-2-35,飲食店,0745-44-8787,http://fukokuen.com/
Felice Piccione,〒636-0116 奈良県生駒郡斑鳩町法隆寺2-9-10,飲食店,0745-43-6911,-
美濃里,〒636-0116 奈良県生駒郡斑鳩町法隆寺1丁目9-27,飲食店,0745-74-5544,-
リラクゼーションカフェ  シャンドゥルール,〒636-0123 奈良県生駒郡斑鳩町興留5-5-22,飲食店,0745-75-4534,https://horyuji-cafe.com
和・ダイニング 相川,〒636-0123 奈良県生駒郡斑鳩町興留4-9-26,飲食店,0745-74-0367,-
和ダイニング法隆寺,〒636-0123 奈良県生駒郡斑鳩町興留7-7-4,飲食店,0745-75-3988,http://wadining-horyuji.com/
旬彩  菜香良志,〒636-0123 奈良県生駒郡斑鳩町興留7-7-1,飲食店,0745-74-0843,https://tabelog.com/nara/A2902/A290203/29002659/?lid=owner_rst-top-jitempo_pc
クランベリー,〒636-0132 奈良県生駒郡斑鳩町目安3-1-45,飲食店,0745-74-0845,-
マクドナルド25号斑鳩店,〒636-0144 奈良県生駒郡斑鳩町稲葉西2-9-6,飲食店,0745-74-3011,https://map.mcdonalds.co.jp/map/29551
備長扇屋  斑鳩店,〒636-0151 奈良県生駒郡斑鳩町龍田1-3-12,飲食店,0745-75-8012,https://tabelog.com/nara/A2902/A290203/29001398/
中国料理紫微星奈良店,〒636-0154 奈良県生駒郡斑鳩町龍田西5丁目1-3,飲食店,0745-75-0888,http://www.shibisei.com
ベビーフェイスプラネッツ王寺店,〒636-0154 奈良県生駒郡斑鳩町龍田西4丁目1-33,飲食店,0745-75-2466,-
ちゃんこ杉,〒636-0202 奈良県磯城郡川西町結崎460大塚ビル一階,飲食店,0745-44-0788,-
道の駅  レスティ唐古・鍵,〒636-0226 奈良県磯城郡田原本町唐古70-1,その他業種,0744-33-9170,-
プラススクエア,〒636-0245 奈良県磯城郡田原本町味間317,飲食店,0744-35-1635,https://www.psquare.jp
お好み焼き・鉄板焼き ぼんくら家 田原本町店,〒636-0246 奈良県磯城郡田原本町千代576-1,飲食店,0744-34-0503,-
和風居酒屋  鞍馬,〒636-0246 奈良県磯城郡田原本町千代1121-3,飲食店,0744-33-0858,-
鶏自慢くっく,〒636-0246 奈良県磯城郡田原本町千代374-3,飲食店,0744-32-5461,-
マクドナルド田原本店,〒636-0247 奈良県磯城郡田原本町大字阪手626-1,飲食店,0744-32-7804,https://map.mcdonalds.co.jp/map/29006
（株）力丸  長秀屋,〒636-0247 奈良県磯城郡田原本町阪手639-1,飲食店,0744-33-5688,-
肉匠迎賓館  田原本店,〒636-0311 奈良県磯城郡田原本町八尾584-2,飲食店,0744-33-8778,http://www.yakinikugeihinkan.com
地鶏炭焼き麺処  おしどり。五代目鶴松,〒636-0343 奈良県磯城郡田原本町秦庄442-1,飲食店,0744-34-1053,-
さんごうアンテナショップ＆Cafe TreEsse,〒636-0811 奈良県生駒郡三郷町勢野東4-3-38,飲食店,0745-61-0385,http://shuoh-gyosei.com/
カフェノム,〒636-0824 奈良県生駒郡三郷町城山台3-1-1,飲食店,0745-34-1255,-
柿本家,〒636-0831 奈良県生駒郡三郷町信貴山東5-8,旅館・ホテル,0745-72-2052,http://www.kakimotoya.com
蓬乃里,〒636-0832 奈良県生駒郡三郷町信貴山西2-40,飲食店,0745-72-4804,https://www.shigisan.co.jp/theme17.html
のどか村喫茶ミネンド,〒636-0833 奈良県生駒郡三郷町信貴南畑1丁目7番1号,飲食店,0745-73-8203,http://www.sigisan-nodokamura.com/
のどか村バーベキューハウス,〒636-0833 奈良県生駒郡三郷町信貴南畑1丁目7番１号,飲食店,0745-73-8203,http://www.sigisan-nodokamura.com/
のどか村ピザハウス,〒636-0833 奈良県生駒郡三郷町信貴南畑1丁目7番１号,飲食店,0745-73-8203,http://www.sigisan-nodokamura.com/
